...1,item_number,description,category,item_link
10935,bnk003,"Bank - Black Legs, White Hat, Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=bnk003
10936,bnk001,"Bank - Green Legs, Brown Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=bnk001
10937,twn251,Bank Manager,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn251
10938,twn252,Bank Secretary,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn252
10939,twn252a,Bank Secretary - Suit with Pockets,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn252a
10940,twn248,Bank Teller,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn248
10941,cty1049,"Barista - Female, Reddish Brown Apron with Cup and Name Tag, Medium Nougat Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1049
10942,cty1048,"Barista - Male, Reddish Brown Apron with Cup and Name Tag, Black Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1048
10943,twn345,"Barista Female with Reddish Brown Apron with Cup and Name Tag Pattern, Reddish Brown Female Hair Mid-Length",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn345
10944,twn270,Barista with Gray Shading at Sides,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn270
10945,twn270a,Barista without Gray Shading at Sides,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn270a
10946,cty0765,Beach Janitor - Blue Overalls and Dark Blue Cap,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0765
10947,cty0769,Beach Lifeguard,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0769
10948,cty1388,"Beach Lifeguard - Male, White Shirt, Red Shorts, Tan Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1388
10949,cty1273,Beach Rescue with Life Preserver,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1273
10950,cty1387,"Beach Tourist - Female, White and Lime Swimsuit, Black Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1387
10951,cty1054,"Beach Tourist - Male, White Tank Top with Dark Azure Sailboat, Dark Azure Legs, Black Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1054
10952,twn336,Beach Tourist Female with Red Bathing Suit,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn336
10953,twn335,Beach Tourist with Surfer Tank Top and Yellow Boots,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn335
10954,cty0760,Beachgoer - Blue Male Swim Trunks and Sunglasses,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0760
10955,cty0771,"Beachgoer - Boy, Lime Hoodie and Blue Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0771
10956,cty0770,"Beachgoer - Boy, Red Cap and Basketball Jersey",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0770
10957,cty0767,"Beachgoer - Girl, Glasses, Pink Top, Purple Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0767
10958,cty0761,"Beachgoer - Girl, Top with Apples and Green Legs with Yellow Stripes",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0761
10959,cty0766,Beachgoer - Gray Female Hair and Red Old-Fashioned Swimsuit,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0766
10960,cty0762,"Beachgoer - Gray Male Hair, Glasses and Hawaiian Shirt",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0762
10961,cty0763,Beachgoer - Green Bikini Top and Shorts,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0763
10962,cty0757,Beachgoer - Kayaker,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0757
10963,cty0759,Beachgoer - Red Female Swimsuit and Light Blue Glasses,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0759
10964,cty0764,Beachgoer - Scuba Diver,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0764
10965,cty0768,Beachgoer - White and Dark Azure Striped Female Top with Red Scarf and Legs,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0768
10966,cty0758,Beachgoer - Windsurfer,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0758
10967,twn418,Bellhop,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn418
10968,bikerb,Biker Bob,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=bikerb
10969,bb0001,Bill,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=bb0001
10970,cty1391,"Billy - Blue Vest, Red Backpack",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1391
10971,twn104,"Black Vest with Blue Striped Tie, Black Hips and Yellow Legs, Black Short Tousled Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn104
10972,cty0186,"Black Vest with Blue Striped Tie, Black Legs, White Arms, Black Male Hair (Bus Driver)",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0186
10973,twn052,"Black Vest with Blue Striped Tie, Black Legs, White Arms, Black Short Tousled Hair, Glasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn052
10974,cty0705,"Black Vest with Blue Striped Tie, Black Legs, White Arms, Dark Tan Male Hair, Dark Tan Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0705
10975,twn033,"Black Vest with Blue Striped Tie, Blue Legs, White Arms, Reddish Brown Male Hair, Moustache",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn033
10976,twn211,"Black Vest with Blue Striped Tie, Dark Blue Legs, White Arms, Dark Orange Short Tousled Hair, Rectangular Glasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn211
10977,twn211a,"Black Vest with Blue Striped Tie, Dark Blue Legs, White Arms, Dark Orange Short Tousled Hair, Rounded Glasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn211a
10978,twn049,"Black Vest with Blue Striped Tie, Dark Bluish Gray Legs, White Arms, Black Short Tousled Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn049
10979,twn028,"Black Vest with Blue Striped Tie, Dark Bluish Gray Legs, White Arms, Light Bluish Gray Male Hair, Glasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn028
10980,twn108,"Black Vest with Blue Striped Tie, Dark Bluish Gray Legs, White Arms, Reddish Brown Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn108
10981,twn068,"Black Vest with Blue Striped Tie, Dark Red Legs, White Arms, Dark Red Hat, Moustache",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn068
10982,twn135,"Black Vest with Blue Striped Tie, Light Bluish Gray Legs, White Arms, Dark Brown Hair, Brown Beard Rounded",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn135
10983,cty0395,"Black Vest with Blue Striped Tie, Light Bluish Gray Legs, White Arms, Dark Brown Short Tousled Hair, Crooked Smile",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0395
10984,twn041,"Black Vest with Blue Striped Tie, Light Bluish Gray Legs, White Arms, Light Bluish Gray Male Hair, Smile",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn041
10985,twn048,"Black Vest with Blue Striped Tie, Light Bluish Gray Legs, White Arms, Reddish Brown Male Hair, Beard and Glasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn048
10986,twn190,"Black Vest with Blue Striped Tie, White Legs, Dark Brown Short Tousled Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn190
10987,bk001,Blacktron Racer,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=bk001
10988,cty0281,"Blouse with Buttons, Belt and Necklace, Red Legs, Dark Brown Hair Ponytail Long French Braided",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0281
10989,par008,"Blue Flowers - Pink Legs, Brown Female Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par008
10990,par003,"Blue Flowers - White Legs, Black Ponytail Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par003
10991,par053,"Blue Flowers - White Legs, Black Ponytail Hair, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par053
10992,par004,"Blue Flowers - Yellow Legs, Black Ponytail Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par004
10993,par054,"Blue Flowers - Yellow Legs, Brown Ponytail Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par054
10994,par006,"Blue Flowers - Yellow Legs, Red Ponytail Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par006
10995,par005,"Blue Flowers - Yellow Legs, White Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=par005
10996,cty0747,"Blue Jacket over Dark Red V-Neck Sweater, Dark Bluish Gray Legs, Black Short Tousled Hair, Silver Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0747
10997,cty0511,"Blue Jacket over Dark Red V-Neck Sweater, Dark Tan Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0511
10998,cty0461,"Blue Jacket over Dark Red V-Neck Sweater, Sand Blue Legs, Red Cap with Hole, Silver Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0461
10999,cty0546,"Blue Jacket over Dark Red V-Neck Sweater, Sand Blue Legs, Red Cap with Hole, Smirk and Stubble Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0546
11000,cty0889,"Blue Jacket with Diagonal Lower Pockets and Orange Stripes, Blue Legs, Red Construction Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0889
11001,cty1161,"Blue Jacket with Diagonal Lower Pockets and Orange Stripes, Orange Legs, Red Construction Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1161
11002,cty0123,"Blue Jacket with Pockets and Orange Stripes, Blue Legs, Beard, Yellow Construction Helmet (Undetermined Eyebrows)",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0123
11003,cty0123a,"Blue Jacket with Pockets and Orange Stripes, Blue Legs, Beard, Yellow Construction Helmet, Black Eyebrows",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0123a
11004,cty0123b,"Blue Jacket with Pockets and Orange Stripes, Blue Legs, Beard, Yellow Construction Helmet, Reddish Brown Eyebrows",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0123b
11005,cty0139,"Blue Jacket with Pockets and Orange Stripes, Blue Legs, Black Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0139
11006,cty0290,"Blue Jacket with Pockets and Orange Stripes, Blue Legs, Black Short Bill Cap, Gray Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0290
11007,cty0556,"Blue Jacket with Pockets and Orange Stripes, Blue Legs, Blue Cap with Hole, Brown Moustache and Goatee",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0556
11008,cty0401,"Blue Jacket with Pockets and Orange Stripes, Blue Legs, Blue Cap with Hole, Headphones, Safety Goggles",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0401
11009,cty0148,"Blue Jacket with Pockets and Orange Stripes, Blue Legs, Blue Cap, Silver Sunglasses, Eyebrows and Thin Grin",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0148
11010,cty0258,"Blue Jacket with Pockets and Orange Stripes, Blue Legs, Blue Short Bill Cap, Crooked Smile",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0258
11011,cty0224,"Blue Jacket with Pockets and Orange Stripes, Blue Legs, Blue Short Bill Cap, Glasses, Open Smile",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0224
11012,cty0140,"Blue Jacket with Pockets and Orange Stripes, Blue Legs, Dark Orange Short Tousled Hair, Brown Eyebrows, Glasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0140
11013,cty0295,"Blue Jacket with Pockets and Orange Stripes, Blue Legs, Lime Short Bill Cap, Open Grin",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0295
11014,cty0388,"Blue Jacket with Pockets and Orange Stripes, Blue Legs, Lime Short Bill Cap, Thin Grin with Teeth",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0388
11015,cty0227,"Blue Jacket with Pockets and Orange Stripes, Blue Legs, Orange Short Bill Cap, Silver Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0227
11016,cty0807,"Blue Jacket with Pockets and Orange Stripes, Blue Legs, Red Cap with Hole",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0807
11017,cty0420,"Blue Jacket with Pockets and Orange Stripes, Blue Legs, Red Cap with Hole, Headphones",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0420
11018,con012,"Blue Jacket with Pockets and Orange Stripes, Blue Legs, Red Construction Helmet, Black Angular Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=con012
11019,con009,"Blue Jacket with Pockets and Orange Stripes, Blue Legs, Red Construction Helmet, Brown Moustache and Goatee",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=con009
11020,con010,"Blue Jacket with Pockets and Orange Stripes, Blue Legs, Red Construction Helmet, Orange Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=con010
11021,cty0471,"Blue Jacket with Pockets and Orange Stripes, Blue Legs, Red Construction Helmet, Safety Goggles",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0471
11022,cty0925,"Blue Jacket with Pockets and Orange Stripes, Blue Legs, Red Construction Helmet, Thin Grin",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0925
11023,cty0426,"Blue Jacket with Pockets and Orange Stripes, Blue Legs, White Hat, Gray Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0426
11024,twn124,"Blue Jacket with Pockets and Orange Stripes, Dark Blue Legs, Black Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn124
11025,cty0500a,"Blue Jacket with Pockets and Orange Stripes, Dark Blue Legs, Red Cap with Hole, Sunglasses with Back Print",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0500a
11026,cty0500,"Blue Jacket with Pockets and Orange Stripes, Dark Blue Legs, Red Cap with Hole, Sunglasses, NO Back Print",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0500
11027,cty0150,"Blue Jacket with Pockets and Orange Stripes, Dark Bluish Gray Legs, Black Cap, Silver Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0150
11028,cty0152,"Blue Jacket with Pockets and Orange Stripes, Dark Bluish Gray Legs, Black Helmet, Gray Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0152
11029,cty0151,"Blue Jacket with Pockets and Orange Stripes, Dark Bluish Gray Legs, Black Helmet, Orange Sunglasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0151
11030,cty0141,"Blue Jacket with Pockets and Orange Stripes, Dark Bluish Gray Legs, Blue Cap, Beard Around Mouth",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0141
11031,cty0576,"Blue Jacket with Pockets and Orange Stripes, Dark Bluish Gray Legs, Dark Blue Cap with Hole, Black Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0576
11032,cty0162,"Blue Jacket with Pockets and Orange Stripes, Green Legs, Lime Short Bill Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0162
11033,cty0533,"Blue Jacket with Pockets and Orange Stripes, Red Legs with Black Hips, Sweat Drops",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0533
11034,cty0248,"Blue Jacket with Pockets and Orange Stripes, Red Legs, Red Short Bill Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0248
11035,cty0610,"Blue Jacket with Pockets and Orange Stripes, Sand Blue Legs, Blue Short Bill Cap, Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0610
11036,cty1229,"BMX Rider - Male, Red Jacket, Blue Medium Legs, Dark Blue Dirt Bike Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1229
11037,boat001,Boat Admiral with Gold Anchor Pattern,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=boat001
11038,boat004,"Boat Admiral with Gold Anchor Pattern, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=boat004
11039,boat012,"Boat Captain with Blue Tie and Anchor on Pocket, Black Hat, Brown Beard Rounded",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=boat012
11040,boat009,"Boat Captain with Blue Tie and Anchor on Pocket, White Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=boat009
11041,boat005,"Boat Worker - Torso with Anchor, Black Legs, Red Construction Helmet, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=boat005
11042,boat003,"Boat Worker - Torso with Anchor, Black Legs, White Construction Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=boat003
11043,boat006,"Boat Worker - Torso with Anchor, Blue Legs, White Construction Helmet, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=boat006
11044,boat007,"Boat Worker - Torso with Anchor, Blue Legs, White Hat, Life Jacket",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=boat007
11045,twn308,Bodybuilder,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn308
11046,twn309,"Boxer, Wavy Reddish Brown Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn309
11047,cty1214,"Boy - Blue Overalls over V-Neck Shirt, Blue Short Legs, Blue Cap with Tiny Yellow Propeller",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1214
11048,cty1393,"Boy - Bright Light Blue Denim Jacket, Dark Bluish Gray Short Legs, Blue Hair, Reddish Brown Backpack",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1393
11049,twn162,"Boy - Classic Space Minifigure Floating Pattern, Blue Short Legs, Black Tousled Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn162
11050,twn296,"Boy - Classic Space Minifigure Floating Pattern, Dark Blue Legs, Tan Tousled Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn296
11051,twn302,"Boy - Classic Space Shirt with Red Sleeves, Blue Short Legs, Blue Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn302
11052,cty1394,"Boy - Coral Shirt with Video Game Controller, White Medium Legs, Black Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1394
11053,cty1271,"Boy - Dark Azure Hoodie with Green Striped Shirt, Dark Blue Short Legs, Dark Orange Hair, Freckles, Small Open Smile with Tongue",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1271
11054,cty1081,"Boy - Dark Purple Jacket, Dark Bluish Gray Short Legs, Ski Beanie Hat",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1081
11055,cty1233,"Boy - Green Ninjago Hoodie, Black Short Legs, Reddish Brown Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1233
11056,twn300,"Boy - Orange Jacket with Hood over Light Blue Sweater, Dark Azure Short Legs, Lime Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn300
11057,twn415,"Boy - White Sweater with Red Horizontal Stripes, Sand Blue Short Legs, Dark Brown Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn415
11058,twn397,"Boy with Classic Space Shirt with Red Sleeves, Dark Blue Short Legs, Dark Orange Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn397
11059,twn339,Boy with White Classic Space Shirt,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn339
11060,cty1343,"Boy, Bright Green Sweater, Dark Blue Legs, Orange Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1343
11061,cty1046,"Boy, Classic Space Shirt with Minifigure Floating and Back Print, Blue Short Legs, Reddish Brown Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1046
11062,cty0657,"Boy, Dark Azure Hoodie with Green Striped Shirt, Dark Tan Short Legs, Freckles",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0657
11063,twn244,"Boy, Denim Jacket, Light Bluish Gray Short Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn244
11064,cty0662,"Boy, Freckles, Classic Space Shirt with Red Sleeves, Dark Blue Short Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0662
11065,cty1015,"Boy, Freckles, Classic Space Shirt with Red Sleeves, Light Bluish Gray Short Legs, Blue Cap with Tiny Yellow Propeller",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1015
11066,cty1023,"Boy, Freckles, White Shirt with Orange Pocket, Dark Azure Short Legs, Dark Orange Hair Tousled with Side Part",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1023
11067,twn197,"Boy, Green V-Neck Sweater, Dark Blue Short Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn197
11068,twn242,"Boy, Green V-Neck Sweater, Red Short Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn242
11069,twn329,"Boy, Jersey with #39, Green Short Legs, Dark Green Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn329
11070,cty1323,"Boy, Lime Hoodie and Dark Blue Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1323
11071,twn291,"Boy, Orange Jacket with Hood over Light Blue Sweater, Green Short Legs, Dark Tan Cap with Hole",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn291
11072,cty1352,"Boy, Red Jacket with Striped Trim, Sand Blue Short Legs, Dark Brown Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1352
11073,twn132,"Bride, Printed Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn132
11074,twn157,"Bride, Wedding Dress with Necklace",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn157
11075,cty1361,"Bright Pink Hoodie, Medium Blue and White Diagonal Stripes, Dark Blue Short Legs, Tan Hair, Freckles, Smile",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1361
11076,cty0712,"Buggy Driver, Checkered Race Torso, Blue Helmet, Black Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0712
11077,jbl009,"Bulldozer Logo - Blue Legs, Red Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jbl009
11078,jbl002,"Bulldozer Logo - Blue Legs, Red Construction Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jbl002
11079,trn018,"Bulldozer Logo - Green Legs, Brown Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=trn018
11080,jbl003,"Bulldozer Logo - Red Legs, Red Construction Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=jbl003
11081,cty0964,Burger Chef,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0964
11082,cty0964a,"Burger Chef - White Torso with 8 Buttons, No Wrinkles Front or Back, Black Legs, Dark Brown Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0964a
11083,cty0944,"Bus Driver - Male, Black Vest with Blue Striped Tie, Black Legs, Black Hat, Glasses and Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0944
11084,cty0315,"Businessman - Pinstripe Jacket and Gold Tie, Dark Blue Legs, Dark Tan Mid-Length Tousled Hair, Smirk and Stubble",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0315
11085,twn277,"Businessman - Pinstripe Jacket and Gold Tie, Dark Blue Legs, Medium Nougat Tousled Hair, Beard",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn277
11086,cty0460,"Businessman Pinstripe Jacket and Gold Tie, Dark Blue Legs, Dark Brown Hair, Crooked Smile",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0460
11087,twn191,"Businessman Pinstripe Jacket and Gold Tie, Dark Tan Legs, Tan Tousled and Layered Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn191
11088,cty0656,"Businesswoman - Dark Blue Pants Suit, Glasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0656
11089,cty0691,"Businesswoman - Dark Blue Pants Suit, Peach Lips, Dark Orange Female Hair over Shoulder",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0691
11090,cty1033,"Camera Operator - Hawaiian Shirt, Tan Legs, Medium Nougat Hair Spiked",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1033
11091,cty1044,"Cameraman - Dark Blue Jacket, Sand Blue Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1044
11092,twn261,Camper - Boy,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn261
11093,twn260,"Camper - Female, Dark Blue Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn260
11094,cty0624,"Camper - Female, Tan Legs",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0624
11095,cty0845,"Camper, Boy Child",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0845
11096,cty0844,"Camper, Female Parent",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0844
11097,cty0912,"Camper, Female, Dark Pink Jacket, Dark Blue Legs, Light Bluish Gray Female Hair Short Tousled",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0912
11098,twn307,"Camper, Hooded Sweatshirt",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn307
11099,cty0915,"Camper, Male Child, Tan Shirt, Medium Nougat Short Legs, Glasses, Backpack",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0915
11100,cty0843,"Camper, Male Parent",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0843
11101,cty0919,"Camper, Male Parent, Beard, Black Hair Swept Left Tousled, Baby Carrier",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0919
11102,cty1283,"Car Driver - Female, Black Leather Jacket, Medium Blue Legs, Reddish Brown Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1283
11103,cty1267,"Car Driver - Male, Lime Hoodie, Light Bluish Gray Legs, Medium Nougat Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty1267
11104,car003,"Cargo - Green Shirt, Green Legs, Green Cap",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=car003
11105,car002,"Cargo - Green Shirt, Green Legs, Red Construction Helmet",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=car002
11106,car001,"Cargo - White Shirt, Green Legs, Black Male Hair",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=car001
11107,cty0798,"Cargo Center Worker - Female, Orange Safety Jacket, Reflective Stripe, Sand Blue Hoodie, Dark Blue Legs, Reddish Brown Hair, Peach Lips",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0798
11108,cty0799,"Cargo Center Worker - Male, Orange Safety Vest, Reflective Stripes, Reddish Brown Shirt, Black Legs, Red Construction Helmet with Black Headphones, Goatee",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0799
11109,cty0801,"Cargo Office Worker - Orange Safety Vest with Reflective Stripes, Dark Tan Legs, Dark Orange Female Hair Short Swept Sideways, Glasses",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0801
11110,cty0421,"Cargo Worker - Overalls with Tools in Pocket Blue, Red Cap with Hole, Headphones",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0421
11111,cty0422,"Cargo Worker - Overalls with Tools in Pocket Blue, Red Cap with Hole, Headphones, Safety Goggles",Town,https://bricklink.com/v2/catalog/catalogitem.page?M=cty0422
11112,twn292,Carousel Ticket Vendor,Town,https://bricklink.com/v2/catalog/catalogitem.page?M=twn292
